Id;FirmenNr;HaeuserNr;ETRS_UTM33N_X;ETRS_UTM33N_Y;Firma;Vorlage;FlurstuecksNr;BrandkatasterNr;Hausname;HausNr;Strasse;Strassenteil;Stadtteil;Gewerbename;Gewerbetyp;STR_NAME_2018;HNR_2018;PLZ_2018;FLURSTUECKSNR_2018;SBZ_NR_2018;SBZ_NAME_2018;OT_NR_2018;OT_NAME_2018;Unnamed: 23
91;206;65.0;316566.0153;5688861.62209999;H. Hartung & Sohn;H. Hartung & Sohn, Inh.: Ww. Edeline Herzog;2530e;159B;;38;Brandvorwerkstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Brandvorwerkstraße;38;4275.0;2530/13, /15, /17 und /19;4.0;Süd;40.0;Südvorstadt;
92;205;66.0;316538.909099999;5688398.33799999;Rudolf Haupt, Buchhandlung & Antiquariat;Rudolf Haupt, Buchhandlung & Antiquariat;2529r;111;;69;Brandvorwerkstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Brandvorwerkstraße;69;4275.0;2529r;4.0;Süd;40.0;Südvorstadt;
93;207;67.0;316815.484;5689453.378;B. Engelmann;B. Engelmann, Inh. Bruno Engelmann;900;112;;7;Braustraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Braustraße;0;4107.0;3859;0.0;Mitte;3.0;Zentrum-Süd;
94;1111;68.0;317000.428;5689451.393999999;Brückner & Niemann;Brückner & Niemann in Liqu., Liquidator H. A. Gretschel;905;132C;;31;Braustraße;;Alt-Leipzig;Verlag;Buchhandel und Verlagswesen;Braustraße;0;4107.0;905/9;0.0;Mitte;3.0;Zentrum-Süd;
95;1111;68.0;317000.428;5689451.393999999;Brückner & Niemann;Brückner & Niemann in Liqu., Liquidator H. A. Gretschel;905;132C;;31;Braustraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Braustraße;0;4107.0;905/9;0.0;Mitte;3.0;Zentrum-Süd;
96;1097;69.0;319373.6253;5690594.0272;Robert Lindner;Lindner, Robert;47;10;Kleiner Kuchengarten;2;Breite Straße;;Anger-Crottendorf;Verlag;Buchhandel und Verlagswesen;Breite Straße;2;4317.0;47;3.0;Südost;30.0;Reudnitz-Thonberg;
97;1097;69.0;319373.6253;5690594.0272;Robert Lindner;Lindner, Robert;47;10;Kleiner Kuchengarten;2;Breite Straße;;Anger-Crottendorf;Buchdruckerei;Druckerei und Buchhandel;Breite Straße;2;4317.0;47;3.0;Südost;30.0;Reudnitz-Thonberg;
98;14;70.0;318784.14499999897;5690421.94079999;Spamersche Buchbinderei;Spamersche Buchbinderei, Inh.: Dr. Josef Petersmann;276b;298;;7;Breitkopfstraße;;Reudnitz;Buchbinderei;Buchbinderhandwerk;Breitkopfstraße;7;4317.0;280c;3.0;Südost;30.0;Reudnitz-Thonberg;
99;935;70.0;318784.14499999897;5690421.94079999;Spamersche Buchdruckerei;Spamersche Buchdruckerei, Inh.: Dr. Josef Petersmann;276b;298;;7;Breitkopfstraße;;Reudnitz;Schriftgießerei, Galvanoplastik, Stereotypie;Satzherstellung;Breitkopfstraße;7;4317.0;280c;3.0;Südost;30.0;Reudnitz-Thonberg;
100;935;70.0;318784.14499999897;5690421.94079999;Spamersche Buchdruckerei;Spamersche Buchdruckerei, Inh.: Dr. Josef Petersmann;276b;298;;7;Breitkopfstraße;;Reudnitz;Rotations- u.Buchdruckerei;Druckerei und Buchhandel;Breitkopfstraße;7;4317.0;280c;3.0;Südost;30.0;Reudnitz-Thonberg;
101;13;71.0;318810.446;5690553.121;Julius Hager;Julius Hager, Inh.: Johannes Maul;276c;298B;;9;Breitkopfstraße;;Reudnitz;Buchbinderei;Buchbinderhandwerk;Breitkopfstraße;0;4317.0;276c;3.0;Südost;30.0;Reudnitz-Thonberg;
102;209;72.0;318854.102;5690611.33;Verlag des Schwaneberger-Album Schaufuß & Stolpe G.m.b.H.;Verlag des Schwaneberger-Album Schaufuß & Stolpe G.m.b.H.;787;507;;24;Breitkopfstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Breitkopfstraße;0;4317.0;787;3.0;Südost;30.0;Reudnitz-Thonberg;
103;208;73.0;318860.055;5690635.142000001;Ernst Wiest Nachf., Verlagsbuchhandlung, G.m.b.H.;Ernst Wiest Nachf., Verlagsbuchhandlung, G.m.b.H.;786;508;;26;Breitkopfstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Breitkopfstraße;0;4317.0;786;3.0;Südost;30.0;Reudnitz-Thonberg;
104;210;74.0;314771.365;5689180.1151;Oswald Thomas Verlag;Oswald Thomas Verlag;246;85C;;25;Brockhausstraße;;Schleußig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Brockhausstraße;25;4229.0;246;5.0;Südwest;50.0;Schleußig;
105;211;75.0;314773.9879;5689233.98939999;Presseverlag Leopold J. Klotz;Presseverlag Leopold J. Klotz;213k;87;;34;Brockhausstraße;;Schleußig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Brockhausstraße;34;4229.0;213k;5.0;Südwest;50.0;Schleußig;
106;212;76.0;317391.615;5690227.682999999;Max Singer;Max Singer, Sportverlag;1211e;475J;;1;Brüderstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Brüderstraße;0;4103.0;1211e;0.0;Mitte;2.0;Zentrum-Südost;
107;1098;77.0;317414.520499999;5690192.00129999;Duva Druckerei und Verlags-Anstalt G.m.b.H.;"""Duva"" Druckerei und Verlags-Anstalt G.m.b.H.";1211q;475D;;6;Brüderstraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Brüderstraße;6;4103.0;1211q;0.0;Mitte;2.0;Zentrum-Südost;
108;1098;77.0;317414.520499999;5690192.00129999;Duva Druckerei und Verlags-Anstalt G.m.b.H.;"""Duva"" Druckerei und Verlags-Anstalt G.m.b.H.";1211q;475D;;6;Brüderstraße;;Alt-Leipzig;Verlagsanstalt;Buchhandel und Verlagswesen;Brüderstraße;6;4103.0;1211q;0.0;Mitte;2.0;Zentrum-Südost;
109;1112;78.0;317474.959;5690178.074;M. Sehrer;Sehrer, M.;1211o;475E;;9;Brüderstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Brüderstraße;0;4103.0;1211o;0.0;Mitte;2.0;Zentrum-Südost;
110;215;79.0;317516.07399999996;5690134.347;Max Koch;Max Koch;1169f;484D2;;15;Brüderstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Brüderstraße;0;4103.0;1169f;0.0;Mitte;2.0;Zentrum-Südost;
111;214;80.0;317567.9603;5690112.66249999;Paul John;John, Paul;1260;535;;19;Brüderstraße;;Alt-Leipzig;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Brüderstraße;15;4103.0;1260;0.0;Mitte;2.0;Zentrum-Südost;
112;936;80.0;317567.9603;5690112.66249999;A. Müllers Druckerei;A. Müllers Druckerei, Inh.: Albert Müller;1260;535;;19;Brüderstraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Brüderstraße;15;4103.0;1260;0.0;Mitte;2.0;Zentrum-Südost;
113;937;82.0;317929.155;5690069.855;August Pries;August Pries, Inh.: Aug. u. Arno Pries;1149r;416F;;59;Brüderstraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Brüderstraße;0;4103.0;1149r;0.0;Mitte;2.0;Zentrum-Südost;
114;1504;82.0;317929.155;5690069.855;Georg Nitzke & Co.;Georg Nitzke & Co., Inh.: C. Wilh. Nitzke u. Fritz P. Seegers;1149r;416F;;59;Brüderstraße;;Alt-Leipzig;Steindruckerei;Druckerei und Buchhandel;Brüderstraße;0;4103.0;1149r;0.0;Mitte;2.0;Zentrum-Südost;
115;213;83.0;317947.108699999;5690059.89049999;Wilhelm Opetz;Opetz, Wilhelm;3032;416G;;61;Brüderstraße;;Alt-Leipzig;Kommissionsbuchhandlung;Buchhandel und Verlagswesen;Brüderstraße;61;4103.0;3032;0.0;Mitte;2.0;Zentrum-Südost;
116;216;84.0;317959.997399999;5690055.95219999;Max Prager;Max Prager;3031;416G2;;63;Brüderstraße;;Alt-Leipzig;Grosso- u. Kommissionsbuchhandlung;Buchhandel und Verlagswesen;Brüderstraße;63;4103.0;3031;0.0;Mitte;2.0;Zentrum-Südost;
117;16;85.0;317097.407999999;5691246.6543;Hermann Stöpel;Stöpel, Hermann;348/349;370/371;;8;Brühl;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Brühl;8;4109.0;348/1;0.0;Mitte;0.0;Zentrum;
118;217;86.0;317345.974;5691243.685;Otto Schmidt;Schmidt, Otto;426;447;;35;Brühl;;Alt-Leipzig;Kolportagebuchhandlung;Buchhandel und Verlagswesen;Brühl;0;4109.0;4898/9;0.0;Mitte;0.0;Zentrum;
119;217;86.0;317345.974;5691243.685;Otto Schmidt;Otto Schmidt, Inh.: Edm. Scheller;561b;34;;67;Kohlgartenstraße;1 - 71 und 16 - 58;Reudnitz;Buch- u. Papierhandlung;Buchhandel und Verlagswesen;Brühl;0;4109.0;4898/9;0.0;Mitte;0.0;Zentrum;
120;217;86.0;317345.974;5691243.685;Otto Schmidt;Otto Schmidt, Inh.: Edm. Scheller;561b;34;;67;Kohlgartenstraße;1 - 71 und 16 - 58;Reudnitz;Buch- u. Papierhandlung;Papierhandlung/Papierherstellung;Brühl;0;4109.0;4898/9;0.0;Mitte;0.0;Zentrum;
121;15;87.0;317336.2774;5691241.8659;R. Donnerhack;Donnerhack, R.;406/408/407;428/429;;45;Brühl;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Brühl;33;4109.0;406;0.0;Mitte;0.0;Zentrum;
122;218;88.0;317457.497;5691190.222;M. W. Kaufmann;M. W. Kaufmann, Inh.: Max Kallmann;396;418;;65;Brühl;;Alt-Leipzig;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Brühl;61/63;4109.0;386/9, 386/10, 386/15;0.0;Mitte;0.0;Zentrum;
123;221;89.0;314159.6151;5690924.0236;C. F. Gruner;C. F. Gruner, Inh.: Robert Gruner;386d;630B;;2;Burgauenstraße;;Lindenau;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Nathanaelstraße;2;4177.0;386d;7.0;Alt-West;71.0;Altlindenau;
124;939;89.0;314159.6151;5690924.0236;R. Gruner;Gruner, R.;386d;630B;;2;Burgauenstraße;;Lindenau;Buchdruckerei;Druckerei und Buchhandel;Nathanaelstraße;2;4177.0;386d;7.0;Alt-West;71.0;Altlindenau;
125;219;90.0;314147.309299999;5690912.15689999;Ludwig Zimmermann, Verlag der Referenzbücher für die Textil-Industrie;Ludwig Zimmermann, Verlag der Referenzbücher für die Textil-Industrie;468c;645;;5;Burgauenstraße;;Lindenau;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Nathanaelstraße;5;4177.0;468c;7.0;Alt-West;71.0;Altlindenau;
126;220;91.0;314143.1424;5690945.9581;Friedrich Lindner;Lindner, Friedrich, Inh.: Eugen Kaske;386;632;;6;Burgauenstraße;;Lindenau;Reisebuchhandlung;Buchhandel und Verlagswesen;Nathanaelstraße;6;4177.0;386;7.0;Alt-West;71.0;Altlindenau;
127;222;92.0;317036.147;5690802.606000001;Lincke'sche Leihbibliothek und Buchhandlung;Lincke'sche Leihbibl. u. Buchh., Inh.: Rich. Maeder;592;619;;1-5;Burgstraße;;Alt-Leipzig;Leihbibliothek;Leihbibliotheken / Lesehallen;Burgstraße;1-5;4109.0;592;0.0;Mitte;0.0;Zentrum;
128;222;92.0;317036.147;5690802.606000001;Lincke'sche Leihbibliothek und Buchhandlung;Lincke'sche Leihbibl. u. Buchh., Inh.: Rich. Maeder;592;619;;1-5;Burgstraße;;Alt-Leipzig;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Burgstraße;1-5;4109.0;592;0.0;Mitte;0.0;Zentrum;
129;1514;92.0;317036.147;5690802.606000001;R. Maeder;Maeder, R.;592;619;;1-5;Burgstraße;;Alt-Leipzig;Verlagsbuchhandlung und Kommissionsgeschäft;Buchhandel und Verlagswesen;Burgstraße;1-5;4109.0;592;0.0;Mitte;0.0;Zentrum;
130;940;93.0;317047.922799999;5690676.2365;Jansen & Schwedes;Jansen & Schwedes, Inh.: Otto Jansen u. C. W. Schwedes;582;609;;25;Burgstraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Burgstraße;23;4109.0;582;0.0;Mitte;0.0;Zentrum;
131;921;94.0;317034.494599999;5690672.1052;K. Schirmer;Schirmer, K.;562/563;585/586;;22/24;Burgstraße;;Alt-Leipzig;Antiquariatsbuchhandlung;Buchhandel und Verlagswesen;Burgstraße;12;4109.0;4835/1;0.0;Mitte;0.0;Zentrum;
132;223;95.0;318772.87019999896;5691575.5785;F. O. Pfeiffer;Pfeiffer, F. O.;1q;227;;4;Bussestraße;;Neustadt;Versandbuchhandlung;Buchhandel und Verlagswesen;Bussestraße;4;4315.0;1q;2.0;Ost;20.0;Neustadt-Neuschönefeld;
133;941;96.0;318959.789699999;5689701.04089999;Emil Künne;Künne, Emil, Inh.: Fr. Marschneider;35;39;;8;Cäcilienstraße;1 - 17 und 2 - 26;Neureudnitz;Buchdruckerei;Druckerei und Buchhandel;Cäcilienstraße;6;4317.0;1057 und 1105;3.0;Südost;30.0;Reudnitz-Thonberg;
134;224;97.0;318986.42699999997;5689562.222;Friedrich Rinkefeil;Rinkefeil, Friedrich;315g;41;;23;Cäcilienstraße;19 - 23 und 28 - 30;Reudnitz;Kolportagebuchhandlung;Buchhandel und Verlagswesen;Cäcilienstraße;0;4317.0;1110;3.0;Südost;30.0;Reudnitz-Thonberg;
135;942;98.0;313688.615699999;5690953.91809999;Georg, Ferdinand;Georg, Ferdinand (vorm. Georg & Waje);1010;768Q;;32;Calvisiusstraße;;Lindenau;Buch- und Kunstdruckerei;Druckerei und Buchhandel;Calvisiusstraße;32;4177.0;1010;7.0;Alt-West;71.0;Altlindenau;
136;18;99.0;317792.89;5689773.8889999995;Meta Oberläuter;Oberläuter, Meta;1118;392;;12;Carolinenstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Paul-List-Straße;0;4103.0;1118;0.0;Mitte;2.0;Zentrum-Südost;
137;225;100.0;317743.881;5689810.1555;Verlag der Evangel. Luth. Mission;Verlag der Evangel. Luth. Mission;1134;403B;;17;Carolinenstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Paul-List-Straße;17;4103.0;1134;0.0;Mitte;2.0;Zentrum-Südost;
138;17;101.0;317867.9312;5689760.21069999;Foerster & Einbrodt (vorm. Fr. Legel);Foerster & Einbrodt (vorm. Fr. Legel), Inh.: Karl Einbrodt;1124;395;;22;Carolinenstraße;;Alt-Leipzig;Großbuchbinderei;Buchbinderhandwerk;Paul-List-Straße;22;4103.0;1124/2;0.0;Mitte;2.0;Zentrum-Südost;
139;226;101.0;317867.9312;5689760.21069999;Paul List;Paul List;1124;395;;22;Carolinenstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Paul-List-Straße;22;4103.0;1124/2;0.0;Mitte;2.0;Zentrum-Südost;
140;227;101.0;317867.9312;5689760.21069999;List & von Bressensdorf;List & von Bressendorf, Inh.: Felix von Bressensdorf u. Paul List;1124;395;;22;Carolinenstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Paul-List-Straße;22;4103.0;1124/2;0.0;Mitte;2.0;Zentrum-Südost;
141;228;101.0;317867.9312;5689760.21069999;G. Freytag, G.m.b.H.;G. Freytag, G.m.b.H.;1124;395;;22;Carolinenstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Paul-List-Straße;22;4103.0;1124/2;0.0;Mitte;2.0;Zentrum-Südost;
142;1118;101.0;317867.9312;5689760.21069999;Hilmar Klasing, Verlagsbuchhandlung;Hilmar Klasing, Verlagsbuchhandlung;1124;395;;22;Carolinenstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Paul-List-Straße;22;4103.0;1124/2;0.0;Mitte;2.0;Zentrum-Südost;
143;1270;101.0;317867.9312;5689760.21069999;Georg Lang;Georg Lang, Pers. haft. Ges.: Hilmar Klasing;1124;395;;22;Carolinenstraße;;Alt-Leipzig;Karthograpg. Verl. Anst.;Buchhandel und Verlagswesen;Paul-List-Straße;22;4103.0;1124/2;0.0;Mitte;2.0;Zentrum-Südost;
144;1333;101.0;317867.9312;5689760.21069999;Wolff, Schwab & Co. G.m.b.H.;Wolff, Schwab & Co. G.m.b.H.;1124;395;;22;Carolinenstraße;;Alt-Leipzig;Lichtdruck-Anstalt;Druckerei und Buchhandel;Paul-List-Straße;22;4103.0;1124/2;0.0;Mitte;2.0;Zentrum-Südost;
145;229;102.0;317814.0773;5689797.3462;Otto Wilhelm Barth Verlag;Otto Wilhelm Barth Verlag, Inh.: Wilhelm Barth;1131;402;;23;Carolinenstraße;;Alt-Leipzig;Theaterverlag;Buchhandel und Verlagswesen;Paul-List-Straße;23;4103.0;1131/2;0.0;Mitte;2.0;Zentrum-Südost;
146;230;103.0;318821.4154;5690348.2913;Ed. Wartig's Verlag Ernst Hoppe;Ed. Wartig's Verlag Ernst Hoppe, Inh.: Herm. Beyer;410i;216C;;25;Charlottenstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Baedekerstraße;4;4317.0;410i;3.0;Südost;30.0;Reudnitz-Thonberg;
147;231;103.0;318821.4154;5690348.2913;Artur Giegler;Artur Giegler, Inh.: Hermann Beyer;410i;216C;;25;Charlottenstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Baedekerstraße;4;4317.0;410i;3.0;Südost;30.0;Reudnitz-Thonberg;
148;232;103.0;318821.4154;5690348.2913;Freund & Wittig;Freund & Wittig, Verl.Buchhdlg, Inh. Hermann Beyer;410i;216C;;25;Charlottenstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Baedekerstraße;4;4317.0;410i;3.0;Südost;30.0;Reudnitz-Thonberg;
149;233;103.0;318821.4154;5690348.2913;Herm. Beyer;Herm. Beyer, Inh.: Herm. Beyer;410i;216C;;25;Charlottenstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Baedekerstraße;4;4317.0;410i;3.0;Südost;30.0;Reudnitz-Thonberg;
150;234;103.0;318821.4154;5690348.2913;C. Bange;C. Bange, Inh.: Herm. Beyer;410i;216C;;25;Charlottenstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Baedekerstraße;4;4317.0;410i;3.0;Südost;30.0;Reudnitz-Thonberg;
151;236;104.0;318958.29179999896;5690948.56519999;Paul Th. Steiner;Paul Th. Steiner, Inh.: Hermann Heyne;241;260;;8;Comeniusstraße;1 - 25 und 2 - 28;Reudnitz;Reisebuchhandlung;Buchhandel und Verlagswesen;Comeniusstraße;6;4315.0;241;2.0;Ost;20.0;Neustadt-Neuschönefeld;
152;237;104.0;318958.29179999896;5690948.56519999;Jacobi & Quillet;Jacobi & Quillet, Inh.: Carl Ferdinad Heyne (Glauchau);241;260;;8;Comeniusstraße;1 - 25 und 2 - 28;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Comeniusstraße;6;4315.0;241;2.0;Ost;20.0;Neustadt-Neuschönefeld;
153;95;105.0;319058.9987;5691096.7145;Wilhelm Fugmann;Wilhelm Fugmann;577;68E;;17;Comeniusstraße;1 - 25 und 2 - 28;Reudnitz;Buchbinderei;Buchbinderhandwerk;Comeniusstraße;17;4315.0;577;2.0;Ost;20.0;Neustadt-Neuschönefeld;
154;95;105.0;319058.9987;5691096.7145;Wilhelm Fugmann;Wilhelm Fugmann;577;68E;;17;Comeniusstraße;1 - 25 und 2 - 28;Reudnitz;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Comeniusstraße;17;4315.0;577;2.0;Ost;20.0;Neustadt-Neuschönefeld;
155;95;105.0;319058.9987;5691096.7145;Wilhelm Fugmann;Wilhelm Fugmann;577;68E;;17;Comeniusstraße;1 - 25 und 2 - 28;Reudnitz;Buchdruckerei;Druckerei und Buchhandel;Comeniusstraße;17;4315.0;577;2.0;Ost;20.0;Neustadt-Neuschönefeld;
156;235;105.0;319058.9987;5691096.7145;M. Schmitz;Schmitz, M., Zeit-Verlag;577;68E;;17;Comeniusstraße;1 - 25 und 2 - 28;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Comeniusstraße;17;4315.0;577;2.0;Ost;20.0;Neustadt-Neuschönefeld;
157;1344;105.0;319058.9987;5691096.7145;Karnahl & Co.;Karnahl & Co., Inh.: Max Karnahl;577;68E;;17;Comeniusstraße;1 - 25 und 2 - 28;Reudnitz;Photo-Chemigraphische Anstalt;Graphische Anstalt;Comeniusstraße;17;4315.0;577;2.0;Ost;20.0;Neustadt-Neuschönefeld;
158;95;105.0;319058.9987;5691096.7145;Wilhelm Fugmann;Wilhelm Fugmann;187a;199;;1;Marschallstraße;;Reudnitz;Buchbinderei;Buchbinderhandwerk;Comeniusstraße;17;4315.0;577;2.0;Ost;20.0;Neustadt-Neuschönefeld;
159;95;105.0;319058.9987;5691096.7145;Wilhelm Fugmann;Wilhelm Fugmann;187a;199;;1;Marschallstraße;;Reudnitz;Buchdruckerei;Druckerei und Buchhandel;Comeniusstraße;17;4315.0;577;2.0;Ost;20.0;Neustadt-Neuschönefeld;
160;95;105.0;319058.9987;5691096.7145;Wilhelm Fugmann;Wilhelm Fugmann;187a;199;;1;Marschallstraße;;Reudnitz;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Comeniusstraße;17;4315.0;577;2.0;Ost;20.0;Neustadt-Neuschönefeld;
161;19;106.0;319171.256799999;5691113.0745;Berta Buschmann;Buschmann, Bertha;32;106;;34;Comeniusstraße;27 und 30 - 34;Volkmarsdorf;Buchbinderei;Buchbinderhandwerk;Comeniusstraße;34;4315.0;32;2.0;Ost;20.0;Neustadt-Neuschönefeld;
162;238;107.0;316182.2328;5693730.5554;Carl Bach;Bach, Carl;292o;135D;;51;Cöthner Straße;;Gohlis;Kolportagebuchhandlung;Buchhandel und Verlagswesen;Cöthner Straße;51;4155.0;292o;9.0;Nord;90.0;Gohlis-Süd;
163;20;108.0;318734.51;5690431.967999999;Leipziger Buchbinderei-Actiengesellschaft vorm. Gustav Fritzsche;Leipziger Buchbinderei-Actiengesellschaft, vorm. Gustav Fritzsche, Vorst. Arthur Rummel u. Albrecht Schumann;280c/280w;233/233B;;4-6;Crusiusstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Crusiusstraße;0;4317.0;280c;3.0;Südost;30.0;Reudnitz-Thonberg;
164;242;108.0;318734.51;5690431.967999999;Buchverlag fürs Deutsche Haus Georg Hösemann;Buchverlag fürs Deutsche Haus Georg Hösemann;280c/280w;233/233B;;4-6;Crusiusstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Crusiusstraße;0;4317.0;280c;3.0;Südost;30.0;Reudnitz-Thonberg;
165;943;108.0;318734.51;5690431.967999999;Körner & Sohn;Körner & Sohn, Inh.: Herm. Körner u. Eugen Körner;280c/280w;233/233B;;4-6;Crusiusstraße;;Alt-Leipzig;Buch- u. Kunstdruckerei;Druckerei und Buchhandel;Crusiusstraße;0;4317.0;280c;3.0;Südost;30.0;Reudnitz-Thonberg;
166;943;108.0;318734.51;5690431.967999999;Körner & Sohn;Körner & Sohn, Inh.: Herm. Körner u. Eugen Körner;280c/280w;233/233B;;4-6;Crusiusstraße;;Alt-Leipzig;Kunstanstalt;Graphische Anstalt;Crusiusstraße;0;4317.0;280c;3.0;Südost;30.0;Reudnitz-Thonberg;
167;1620;108.0;318734.51;5690431.967999999;Robert Meißner;Robert Meißner, Inh.: Willy Stahr;280c/280w;233/233B;;4-6;Crusiusstraße;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Crusiusstraße;0;4317.0;280c;3.0;Südost;30.0;Reudnitz-Thonberg;
168;944;109.0;318758.62;5690532.163;Rudolf Loës;Rudolf Loës, Inh.: Rud. Baufeld;276f;298D;;10;Crusiusstraße;;Alt-Leipzig;Graph., Zinkographische Anstalt;Graphische Anstalt;Crusiusstraße;0;4317.0;276f;3.0;Südost;30.0;Reudnitz-Thonberg;
169;944;109.0;318758.62;5690532.163;Rudolf Loës;Rudolf Loës, Inh.: Rud. Baufeld;276f;298D;;10;Crusiusstraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Crusiusstraße;0;4317.0;276f;3.0;Südost;30.0;Reudnitz-Thonberg;
170;239;110.0;318764.97;5690557.562999999;G. Strübig's Verlag;G. Strübig's Verlag, Inh.: Max Altmann;276d;298C;;12;Crusiusstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Crusiusstraße;0;4317.0;276d;3.0;Südost;30.0;Reudnitz-Thonberg;
171;240;110.0;318764.97;5690557.562999999;Max Altmann;Altmann, Max;276d;298C;;12;Crusiusstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Crusiusstraße;0;4317.0;276d;3.0;Südost;30.0;Reudnitz-Thonberg;
172;1849;110.0;318764.97;5690557.562999999;G. Oscar Liebler;G. Oscar Liebler, Inh.: Oscar Liebler u. Herm. Planert;276d;298C;;12;Crusiusstraße;;Alt-Leipzig;Fachgesch. f. Buch- und Steindruckereien;Zuliefer- und Hilfsgewerbe;Crusiusstraße;0;4317.0;276d;3.0;Südost;30.0;Reudnitz-Thonberg;
173;241;111.0;318761.3519;5690711.6796;Paul Stiehl;Paul Stiehl, Inh.: Robert Stiehkl;274u;510;;15;Crusiusstraße;;Alt-Leipzig;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Crusiusstraße;2;4317.0;274u;3.0;Südost;30.0;Reudnitz-Thonberg;
174;22;113.0;318052.496799999;5693946.0938;O. Wetzig;Wetzig, O.;112;155;;96;Delitzscher Straße;21 - 127 und 18 - 172;Eutritzsch;Buchbinderei;Buchbinderhandwerk;Delitzscher Straße;96;4129.0;111;9.0;Nord;93.0;Eutritzsch;
175;23;114.0;313663.6047;5688257.46169999;A. Zschorn;Zschorn, A.;166a;204B;;73;Dieskaustraße;;Kleinzschocher;Buchbinderei;Buchbinderhandwerk;Dieskaustraße;73;4229.0;166a;5.0;Südwest;52.0;Kleinzschocher;
176;243;115.0;317036.63489999896;5692286.84479999;Leo Jolowicz;Jolowicz, Leo;2691o;46P3;;3;Döllnitzer Straße;Nordplatz - Ehrensteinstraße (1 - 15 und 2);Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Lumumbastraße;1;4105.0;2691o;0.0;Mitte;6.0;Zentrum-Nord;
177;244;116.0;316664.786;5690688.097999999;Albert Bernhard Schön;Schön, Albert Bernhard, Bühnen-Verlag u. Vertrieb;2250a;1637;Dorothenpassage;2;Dorotheenplatz;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Dorotheenplatz;0;4109.0;4843;0.0;Mitte;4.0;Zentrum-West;
178;945;117.0;317942.61100000003;5690994.473999999;Oskar Heller;Oskar Heller;1633d;971J;;4;Dörrienstraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Dörrienstraße;0;4103.0;1633/4 und 1633/5;0.0;Mitte;1.0;Zentrum-Ost;
